"Categorias","Palabra","WEB"
Toponimia,Caxas,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#caxas
Toponimia,Caxas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxas
Toponimia,Caxatambo,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caxatambo
Toponimia,Caylloycoc guanoco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caylloycoc guanoco
Toponimia,Cena,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cena
Toponimia,Chacacato,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chacacato
Toponimia,Chaupis guaranga,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaupis guaranga
Toponimia,Chazmal,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chazmal
Toponimia,Chiguata,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chiguata
Toponimia,Chile,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chile
Toponimia,Chile,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chile
Toponimia,Chincha,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#chincha
Toponimia,Chincha,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chincha
Toponimia,Chincha,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chincha
Toponimia,Chincha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chincha
Toponimia,Chinchacocha,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha
Toponimia,Chinchay puquio,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchay puquio
Toponimia,Chinchaysuyo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaysuyo
Toponimia,Chongos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chongos
Toponimia,Chonta,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chonta
Toponimia,Chuchua,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuchua
Toponimia,Chuerqui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuerqui
Toponimia,Chupaca,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chupaca
Toponimia,Cicaya,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cicaya
Toponimia,Cincos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cincos
Toponimia,Ciscai,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ciscai
Toponimia,Coallo/Collao,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#coallo/collao
Toponimia,Coaque,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#coaque
Toponimia,Cochabamba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cochabamba
Toponimia,Cochacaya,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cochacaya
Toponimia,Cochangara,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cochangara
Toponimia,Collao,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#collao
Toponimia,Collao,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collao
Toponimia,Collasuyo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collasuyo
Toponimia,Cómas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cómas
Toponimia,Conchacalca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchacalca
Toponimia,Condesuyo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#condesuyo
Toponimia,Cossibamba,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cossibamba
Toponimia,Coyllac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coyllac
Toponimia,Coyllap,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coyllap
Toponimia,Curamba,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#curamba
Toponimia,Cusillo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cusillo
Toponimia,Cuxibamba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuxibamba
Toponimia,Cuyosmango,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyosmango
Toponimia,Cuzco,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#cuzco
Toponimia,Cuzco,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzco
Toponimia,Cuzco,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cuzco
Toponimia,Cuzco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuzco
Toponimia,guacapongo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacapongo
Toponimia,Guadocherí/Guadochirí,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guadocherí/guadochirí
Toponimia,Guahihilla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guahihilla
Toponimia,Guaiglia,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guaiglia
Toponimia,Guala,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guala
Toponimia,Guallas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guallas
Toponimia,Guamachuco,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guamachuco
Toponimia,Guamanga,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guamanga
Toponimia,Guamanga,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamanga
Toponimia,Guamaní,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guamaní
Toponimia,Guanaco,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guanaco
Toponimia,Guanaco/Guanoco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guanaco/guanoco
Toponimia,Guanca Guamaní,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanca guamaní
Toponimia,Guancachupa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guancachupa
Toponimia,Guancavelica,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guancavelica
Toponimia,Guancayo,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guancayo
Toponimia,Guancayo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guancayo
Toponimia,Guánuco,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guánuco
Toponimia,Guaripampa,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guaripampa
Toponimia,Guarocheri,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guarocheri
Toponimia,Guayllasi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guayllasi
Toponimia,Guaytara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaytara
Toponimia,Hacari,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hacari
Toponimia,Hallaoca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hallaoca
Toponimia,Hanan Guanca,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hanan guanca
Toponimia,Hanan Guancas ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hanan guancas 
Toponimia,Hatun xauxa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hatun xauxa
Toponimia,Hátun Xauxa,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hátun xauxa
Toponimia,Hequeco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hequeco
Toponimia,Huamachuco,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#huamachuco
Toponimia,Hurcumanor,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurcumanor
Toponimia,Hurin Guanca,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hurin guanca
Toponimia,Hurin Guancas / Huringuancas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hurin guancas / huringuancas
Toponimia,Huyassi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huyassi
Toponimia,Ixitoc,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ixitoc
Toponimia,Jauja,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#jauja
Toponimia,La Chimba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#la chimba
Toponimia,La Nasca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#la nasca
Toponimia,Lamai,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lamai
Toponimia,Lapal,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lapal
Toponimia,Laraos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#laraos
Toponimia,Lima,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#lima
Toponimia,Lima,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lima
Toponimia,Llaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llaca
Toponimia,Llampa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llampa
Toponimia,Llaucamalla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llaucamalla
Toponimia,Lleuin,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lleuin
Toponimia,Loa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#loa
Toponimia,Lunaguana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lunaguana
Toponimia,Mala,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mala
Toponimia,Malcadan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#malcadan
Toponimia,Manchay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#manchay
Toponimia,Mancheca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mancheca
Toponimia,Maray,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maray
Toponimia,Mayo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mayo
Toponimia,Molloampato,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#molloampato
Toponimia,Motupe,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#motupe
Toponimia,Ocaycachiz,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ocaycachiz
Toponimia,Paccamaca,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#paccamaca
Toponimia,Pachacama,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama
Toponimia,Pachacamac/Pachacama,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#pachacamac/pachacama
Toponimia,Pambo,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#pambo
Toponimia,Pampas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#pampas
Toponimia,Pampas ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pampas 
Toponimia,Panamá,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#panamá
Toponimia,Panarai,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#panarai
Toponimia,Panza liubi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#panza liubi
Toponimia,parcialidad/parcialidades,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#parcialidad/parcialidades
Toponimia,Parcos,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#parcos
Toponimia,Parcos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#parcos
Toponimia,Pariacaca,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#pariacaca
Toponimia,Parinacocha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#parinacocha
Toponimia,Pasto,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pasto
Toponimia,Patadi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#patadi
Toponimia,Paucara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paucara
Toponimia,Paucararay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paucararay
Toponimia,Paucarbamba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paucarbamba
Toponimia,Paucarpampa,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#paucarpampa
Toponimia,Paycara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paycara
Toponimia,Perú,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#perú
Toponimia,Pincos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pincos
Toponimia,Piru,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piru
Toponimia,Pisco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pisco
Toponimia,Piscoy,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piscoy
Toponimia,Piura,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#piura
Toponimia,Ploya,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ploya
Toponimia,Pombo,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#pombo
Toponimia,Porsi,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#porsi
Toponimia,Potosí,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#potosí
Toponimia,Pra,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pra
Toponimia,Pucara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pucara
Toponimia,Puná,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#puná
Toponimia,Puruay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#puruay
Toponimia,Putina,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#putina
Toponimia,Puzcouilca/Puzco uilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#puzcouilca/puzco uilca
Toponimia,Quinigui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quinigui
Toponimia,Quinua,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quinua
Toponimia,Quipan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quipan
Toponimia,Quito,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#quito
Toponimia,Quito,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#quito
Toponimia,Quito,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quito
Toponimia,Rimac,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#rimac
Toponimia,Sachisagagna,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#sachisagagna
Toponimia,Salcac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#salcac
Toponimia,Sanchadas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sanchadas
Toponimia,Saquixaguana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#saquixaguana
Toponimia,Sayunpa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sayunpa
Toponimia,Sucat,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sucat
Toponimia,Sucnaque,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sucnaque
Toponimia,Sulco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sulco
Toponimia,Tangarara,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#tangarara
Toponimia,Tarama/Tarana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tarama/tarana
Toponimia,Tarcos,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tarcos
Toponimia,Tarma,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tarma
Toponimia,Tarma,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tarma
Toponimia,Taucap,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taucap
Toponimia,Tiaguanaco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tiaguanaco
Toponimia,Tichicasa,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tichicasa
Toponimia,Tinta,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tinta
Toponimia,Tococache,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tococache
Toponimia,Toto,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#toto
Toponimia,Tumbes,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#tumbes
Toponimia,Tumbez,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tumbez
Toponimia,Tuna,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tuna
Toponimia,Uchubamba,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#uchubamba
Toponimia,Uruchalla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uruchalla
Toponimia,Víctoc,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#víctoc
Toponimia,Vilcabamba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#vilcabamba
Toponimia,Xauxa,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#xauxa
Toponimia,Xauxa,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#xauxa
Toponimia,Xauxa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#xauxa
Toponimia,Xuque,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#xuque
Toponimia,yaros,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yaros
Toponimia,Yauequi llanay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yauequi llanay
Toponimia,Yauyos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yauyos
Toponimia,Yca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yca
Toponimia,Ychmay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ychmay
Toponimia,Yucai,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yucai
Toponimia,Yzcas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yzcas
Vestido,borla,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#borla
Vestido,capaccochas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capaccochas
Vestido,gualparicos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#gualparicos
Vestido,Guara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guara
