id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
30051,"Guachapuro","30","T30125","y entonces el governador envió otro presente a <i>Atabalipa</i> con un <i>indio</i> <i>tallan</i>, que se llamaba <b>Guachapuro</b>","283v.","","","","sin datos"
30052,"Gualcar Inga","30","T30126","y luego los oficiales del rey requirieron al governador, que matase a <i>Atabalipa</i>, porque si el vivía el rey perderia mucha cantidad de moneda, por ser <i>indio</i> tan velicoso; y así mataron a <i>Atabalipa</i>, y después de muerto salimos de <i>Caxamalca</i>, y vinimos a <i>Guamachulo</i> que es doce leguas de alli, y otras tres a <i>Andamarca</i>, adonde mataron a <b>Gualcar Inga</b>","287","","","","sin datos"
30053,"Gualycal","30","T30127","y de ahí venimos a <b>Gualycal</b>, y de ahí a <i>Bombon</i>, todo esto sin guerra de <i>indios</i>; y de <i>Bombon</i> vino Diego de Almagro con gente a <i>Xauxa</i>, donde tuvo guerra con los <i>indios</i>","287","","","","sin datos"
30054,"Guamachulo [sic: Guamachuco]","30","T30128","y luego los oficiales del rey requirieron al governador, que matase a <i>Atabalipa</i>, porque si el vivía el rey perderia mucha cantidad de moneda, por ser <i>indio</i> tan velicoso; y así mataron a <i>Atabalipa</i>, y después de muerto salimos de <i>Caxamalca</i>, y vinimos a <b>Guamachulo</b> que es doce leguas de alli, y otras tres a <i>Andamarca</i>, adonde mataron a <i>Gualcar Inga</i>","287","","","","sin datos"
30055,"Guamanga","30","T30129","que de la que trajo son vivos Pedro Diaz el de <b>Guamanga</b>, y Juan de la Torre el de <i>Arequipa</i>, e Yssasaga que está en <i>Lima</i>, los demas todos son muertos","277v.","","","","sin datos"
30055,"Guamanga","30","T30130","Luego vino Hernando de Soto de <i>Nicaragua</i> con dos navios, y trajo mucha gente, caballos, y bastimento, de la gente que traxo a la isla hay vivos en <b>Guamanga</b> Diego Gavilán, y Manuel","281","","","","sin datos"
30055,"Guamanga","30","T30131","y alli hallamos a Diego de Almagro que avia venido con gente de <i>Panama</i>, que fue mucha, y de los que vinieron con el hay vivo Mancio Serra, y un Juan Monedero, y Juan Romo en <b>Guamanga</b>, y no mas","287","","","","sin datos"
30056,"guancavilcas","30","T30132","y de allí fuimos a una <i>provincia</i> que se dice <i>Odon</i> en los <b>guancavilcas</b>, tierra abundosa de comida, y allí estuvimos 15 dias para reformar la gente, y los enfermos","279v.","","","","sin datos"
30057,"guavas","30","T30133","Esta tierra de la bahia es tierra de montaña, y de muchos aguaceros, havia <i>fruta de la tierra</i> mucha como <b>guavas</b>, <i>guayavas</i>, <i>caymitos</i>, y <i>hovos</i>. ","275v.","","","","sin datos"
30058,"guayabas/guayavas","30","T30134","Esta tierra de la bahia es tierra de montaña, y de muchos aguaceros, havia <i>fruta de la tierra</i> mucha como <i>guavas</i>, <b>guayavas</b>, <i>caymitos</i>, y <i>hovos</i>. ","275v.","","","","sin datos"
30058,"guayabas/guayavas","30","T30135","Salidos de la bahia llegamos a quatro leguas a un <i>pueblo</i> despoblado que se llama <i>Catamez</i>, avia muchas <b>guayavas</b>, y <i>ciruelas de la tierra</i>, y pozos hondos donde bebian, y se sacaba el agua con unos caracoles, avia mosquitos, y aguaceros; asimismo es tierra de montaña; ","275v.","","","","sin datos"
30058,"guayabas/guayavas","30","T30136","pasados los dos rios, que tenian un quarto de legua de ancho cada uno, hallamos muchos <i>camotes</i>, y mucha <i>yuca</i> de que hizimos mucho <i>cazabe</i>, y avia mucha fruta de <b>guayabas</b> e otras, y así se reformo mucho la gente","276v.","","","","sin datos"
30059,"Guaynacaba/Guaynacava","30","T30137","y de allí venimos al paso de <b>Guaynacaba</b> y decian ansí, porque por allí entró <b>Guaynacava</b> quando conquisto la isla de la <i>Puna</i>, y allí salió el <i>señor</i> de la isla que se decía <i>Tumbala</i> con mucha gente, y balsas, y nos recivió con grandes fiestas, y regocijos","279v.-280","","","","sin datos"
30059,"Guaynacaba/Guaynacava","30","T30138","y luego por la mesma cuesta abaxo <i>Mango Inca</i> con otros dos, o tres <i>orejones</i>, y traia una <i>manta</i>, y camiseta de algodon amarilla, y <i>Chilche</i> dijo al governador, este es hijo de <b>Guaynava</b> que ha andado huyendo de los <i>capitanes</i> de <i>Atabalipa</i>, y así caminamos al <i>Cuzco</i>","289v.","","","","sin datos"
30060,"ho, inga","30","T30139","y entonces con la <i>lengua</i> salió a hablarle fray Vicente de Valverde, y procuro darle a entender al efecto que veniamos, y que por mandado del Papa un hijo que tenia capitan de la christiandad que era el emperador nuestro señor, y hablando con el palabras del santo evangelio, le dixo <i>Atabalipa</i>, quien dice eso, y el respondió Dios lo dice, y <i>Atabalipa</i> dixo como lo dice Dios, y fray Vicente le dixo verlas aquí escritas, y entonces le mostró un breviario abierto y <i>Atabalipa</i> se lo demandó, y le arrojo despues que le vio como un tiro de herron de allí, diciendo ea, ea, no escape ninguno, y los <i>indios</i> dieron un grande alarido diciendo <b>ho, inga</b>, que quiere decir hagase así, y el alarido puso gran temor","285v. - 286","","","","sin datos"
30061,"hovos","30","T30140","Esta tierra de la bahia es tierra de montaña, y de muchos aguaceros, havia <i>fruta de la tierra</i> mucha como <i>guavas</i>, <i>guayavas</i>, <i>caymitos</i>, y <b>hovos</b>. ","275v.","","","","sin datos"
30062,"idolos","30","T30141","tocaron la trompeta para ir a saltear aquel <i>pueblo</i> de <i>Coaque</i>, y así se hizo, y se tomó el <i>cacique</i> de el, y se tuvo preso mucho tiempo; avia gran cantidad de ropa blanca de algodon; era un <i>pueblo</i> de grandes <i>casas</i>, y tenia muchos <b>idolos</b>, y atambores; avia mucha comida de <i>maiz</i>, y frutas; avia mucha albaca de castilla, y mucho <i>agi</i>; los <i>indios</i> eran fuertes, y guerreros; el <i>pueblo</i> tenia trecientos <i>buhios</i> muy grandes; es tierra lluviosa, de grandes truenos, y grandes culebras; y sapos, y tierra muy humeda (...) En este <i>pueblo</i> se tomaron diez y ocho mil pesos en oro, y alguna plata baxa (...) y quedamos en aquel <i>pueblo</i> mas de ocho meses; en este tiempo murió mucha gente de enfermedades","277 - 277v.","","","","sin datos"
30062,"idolos","30","T30142","y el Molina se vino a la isla de la <i>Puna</i> al qual tenian los <i>indios</i> por su <i>capitan</i> contra los <i>chonos</i>, y los de <i>Tumbez</i>, y un mes antes que nosotros llegasemos le avian muerto los <i>chonos</i> en la mar pescando. Sintieronlo mucho los de la <i>Puna</i> su muerte, y estos <i>indios</i> de la <i>Puna</i> tenían tomados a los <i>indios</i> de <i>Tumbez</i> tres <b>idolos</b> de oro del tamaño cada uno como un muchacho de tres años, y tenia mas de 600 <i>esclavos</i> de los <i>indios</i> de <i>Tumbez</i> entre hombres y <i>mugeres</i>, y el governador embio a llamar a los <i>señores</i> de <i>Tumbez</i>, y venidos los hizo amigos con los de la isla, e hiçoles restituir los <b>idolos</b> de oro, y los <i>esclavos</i> que les avian tomado, y los llevaron a su tierra","280v.-281","","","","sin datos"
30063,"indio/indios","30","T30143","sobre la bahia estuvimos diez dias reformando la gente; vinieron muchos <b>indios</b> por el rio abaxo en canoas a reconocernos; nunca quisieron saltar en tierra. ","275v.","","","","sin datos"
30063,"indio/indios","30","T30144","envió el governador al <i>capitan</i> Escobar por la montaña adentro a ver si podia encontrar un <b>indio</b>","275v. - 276","","","","sin datos"
30063,"indio/indios","30","T30145","dimos sobre la rancheria, y estaban los <b>indios</b>, que eran tres o quatro, tenian sus camas encima de arboles altos como nidos de cigüeñas, y cherriaban como gatos, monos, tomamos un <b>indio</b>, y no avia remedio de entenderle, ni el a nosotros, traximosle al real, y por señas desde a mas de 19 dias nos dio noticia de tierra adelante poblada, y donde avia comida que ya no pretendiamos otra cosa, sino hallar donde comer.","276","","","","sin datos"
30063,"indio/indios","30","T30146","tocaron la trompeta para ir a saltear aquel <i>pueblo</i> de <i>Coaque</i>, y así se hizo, y se tomó el <i>cacique</i> de el, y se tuvo preso mucho tiempo; avia gran cantidad de ropa blanca de algodon; era un <i>pueblo</i> de grandes <i>casas</i>, y tenia muchos <i>idolos</i>, y atambores; avia mucha comida de <i>maiz</i>, y frutas; avia mucha albaca de castilla, y mucho <i>agi</i>; los <b>indios</b> eran fuertes, y guerreros; el <i>pueblo</i> tenia trecientos <i>buhios</i> muy grandes; es tierra lluviosa, de grandes truenos, y grandes culebras; y sapos, y tierra muy humeda (...) En este <i>pueblo</i> se tomaron diez y ocho mil pesos en oro, y alguna plata baxa (...) y quedamos en aquel <i>pueblo</i> mas de ocho meses; en este tiempo murió mucha gente de enfermedades","277 - 277v.","","","","sin datos"
30063,"indio/indios","30","T30147","En este tiempo puso el governador en su libertad al <i>cacique</i> de <i>Coaque</i>, y luego se alzó con toda su gente, y nos quemó el <i>pueblo</i>, que no quedó mas que un <i>buhio</i> a donde todos nos recogimos y le defendimos que no nos lo quemase; y savido que el <i>cacique</i> se avia ido con su gente a unas montañas, y tomado un <b>indio</b> que savia donde estaban, el gobernador con alguna gente fueron a pie porque no podian ir caballos en su busca, y llevaron el <b>indio</b> que era guia","278","","","","sin datos"
30063,"indio/indios","30","T30148","Desembarcamos en un <i>pueblo</i> que dice el <i>Tucu</i>, y el estrecho tenia legua y media de travesia, y de allí atravesamos la isla, a un <i>pueblo</i> que se dice el Estero, y en aquel <i>pueblo</i> hallamos una cruz alta, y un crucifixo pintado en una puerta, y una campanilla colgada; tuvose por milagro, y luego salieron de la casa mas de treinta muchachos, y muchachas diciendo loado sea Jesuchristo Molina, Molina y esto fue que quando el primer descubrimiento se lo quedaron al governador dos españoles en el puerto de <i>Payta</i>, el uno que se llamava Molina y el otro Gines a quien mataron los <b>indios</b> en un <i>pueblo</i> que se decía <i>Cinto</i>, porque miro a una muger de un <i>cacique</i>","280-280v.","","","","sin datos"
30063,"indio/indios","30","T30149","y el Molina se vino a la isla de la <i>Puna</i> al qual tenian los <b>indios</b> por su <i>capitan</i> contra los <i>chonos</i>, y los de <i>Tumbez</i>, y un mes antes que nosotros llegasemos le avian muerto los <i>chonos</i> en la mar pescando. Sintieronlo mucho los de la <i>Puna</i> su muerte, y estos <b>indios</b> de la <i>Puna</i> tenían tomados a los <b>indios</b> de <i>Tumbez</i> tres <i>idolos</i> de oro del tamaño cada uno como un muchacho de tres años, y tenia mas de 600 <i>esclavos</i> de los <b>indios</b> de <i>Tumbez</i> entre hombres y <i>mugeres</i>, y el governador embio a llamar a los <i>señores</i> de <i>Tumbez</i>, y venidos los hizo amigos con los de la isla, e hiçoles restituir los <i>idolos</i> de oro, y los <i>esclavos</i> que les avian tomado, y los llevaron a su tierra","280v.-281","","","","sin datos"
30063,"indio/indios","30","T30150","y llegados a la costa de <i>Tumbez</i> mataron los <b>indios</b> a los tres españoles que hivan en las tres valsas, y no mataron a Mesa, ni a Navarro porque se metieron en un estero, y los <b>indios</b> se hecharon a la mar, y los dejaron, y asi escaparon","281v.","","","","sin datos"
30063,"indio/indios","30","T30151","luego partio de la <i>Puna</i> el gobernador con toda la gente en dos navios, y llegamos a <i>Tumbez</i>, y hallamos los <b>indios</b> alzados, y se asento el real junto a la <i>fortaleza</i> de <i>Tumbez</i>, y a pocos dias embio el governador al capitan Soto a hacer guerra a los <b>indios</b> de <i>Tumbez</i> que estavan en un fuerte rio arriva; yo fui con él, y cercamos los <b>indios</b> como veinte leguas de <i>Tumbez</i>, y estando cercados, <i>Cacalame</i> que hera el <i>señor</i> de todos ellos se vino de paz con la gente, y bolvimos a <i>Tumbez</i>, y el governador en nombre de Su Magestad los perdonó a todos, y estando alli vinieron otros 20 hombres de <i>Nicaragua</i>, y con ellos fray Tedoco frayle Francisco que agora esta en <i>Quito</i>.","281v.","","","","sin datos"
30063,"indio/indios","30","T30152","en esta entrada mataron los <b>indios</b> a un Juan de Sandoval de Estremadura, mancero, no le mató el <i>cacique</i> de <i>Pohechos</i>, ni su gente, sino otros <b>indios</b> adonde el se desvio a rranchear; de este <i>pueblo</i> de <i>Pohechos</i> venimos a <i>Tangarara</i> adonde el governador poblo un <i>pueblo</i> de españoles, y dejandole poblado embio al capitan Venalcacar a hacer un castigo en aquellos <b>indios</b> que mataron a Sandoval. ","282","","","","sin datos"
30063,"indio/indios","30","T30153","Luego el capitan Soto escribió al governador todo lo que pasaba, y de la sobervia de aquel <b>indio</b>, y el gobernador respondio, que sufriesen todos su soberbia, y le diesemos a entender, que le teniamos miedo, y con esto disimuladamente los tragesemos a <i>Carran</i>, donde el Governador estaba, y asi lo tragimos a <i>Carran</i> a donde se supo del todo lo de <i>Atabalipa</i>, y adonde estaba","282v. - 283","","","","sin datos"
30063,"indio/indios","30","T30154","Llegamos a <i>Caña</i>, que es una población grande, y de mucha comida, y <i>ropa de la tierra</i>, que avia silos llenos della; topamos un rio grande, y era grande porque los <b>indios</b> hecharon todas las acequias por el","283","","","","sin datos"
30063,"indio/indios","30","T30155","y entonces el governador envió otro presente a <i>Atabalipa</i> con un <b>indio</b> <i>tallan</i>, que se llamaba <i>Guachapuro</i>","283v.","","","","sin datos"
30063,"indio/indios","30","T30156","y al despedirse Hernando de Soto batio las piernas a un caballo hacia adonde estava el primer esquadron de gente, y huyeron los <b>indios</b>, y aun cayeron unos sobre otros, y venidos nosotros a <i>Caxamalca</i>, mandó matar <i>Atabalipa</i> 300 <b>indios</b>, porque avian huido","284v. - 285","","","","sin datos"
30063,"indio/indios","30","T30157","otro dia sabado vino <i>Atabalipa</i> con toda su gente en orden a <i>Caxamalca</i>, y en aquella legua tardó, hasta que no avia hora, y media de sol, traia 600 <b>indios</b> de libreas blancas, y coloradas, a manera de algedres que venian delante limpiando las piedras, y pajas del camino","285","","","","sin datos"
30063,"indio/indios","30","T30158","y entonces con la <i>lengua</i> salió a hablarle fray Vicente de Valverde, y procuro darle a entender al efecto que veniamos, y que por mandado del Papa un hijo que tenia capitan de la christiandad que era el emperador nuestro señor, y hablando con el palabras del santo evangelio, le dixo <b>Atabalipa</b>, quien dice eso, y el respondió Dios lo dice, y <b>Atabalipa</b> dixo como lo dice Dios, y fray Vicente le dixo verlas aquí escritas, y entonces le mostró un breviario abierto y <b>Atabalipa</b> se lo demandó, y le arrojo despues que le vio como un tiro de herron de allí, diciendo ea, ea, no escape ninguno, y los <b>indios</b> dieron un grande alarido diciendo <i>ho, inga</i>, que quiere decir hagase así, y el alarido puso gran temor","285v. - 286","","","","sin datos"
30063,"indio/indios","30","T30159","y con los 24 que estavamos con el salimos a la plaza, y fuimos derecha a las andas de <i>Atabalipa</i> haciendo callo por la gente, y estandole sacando de las andas, salieron los de a cavallo con pretales de cascaveles, y dieron en ellos, y como los <b>indios</b> huyeron, y en las calles les defendían la salida apechugaron con un lienzo de unas parés y lo hallanaron por el suelo, y allí, y en la plaza cayó tanta gente una sobre otra que se ahogaron muchos, que de ocho mil <b>indios</b> que de allí murieron, mas de los dos partes fueron muertos de esta manera","286 - 286v.","","","","sin datos"
30063,"indio/indios","30","T30160","siguiose el alcance de los <b>indios</b> aquella tarde mas de media legua, metiose a <i>Atabalipa</i> en la <i>fortaleza</i>, y preguntava si a el si le avían de matar, y le dijeron que no, porque los christianos con aquel ímpetu matavan, mas que despues no, y le hicieron entender que el se iria a <i>Quito</i> a la tierra, que su padre le dejó, y por esto mandó mandó un lleno de oro, y ansí envió a esta ciudad desde <i>Caxamalca</i> por ello, y se lo llevaron, y despues que tuvo dado el oro, dixeron que hacia gente en el rio de Lavanto, y que alli la juntava para matar a los christianos; y el governador envió a Soto al rio de Lavanto para ver si era verdad, yo fui con el, y no avia tal, sino como los <b>indios</b> <i>xauxa</i> eran enemigos de <i>Atabalipa</i> le levantaban esto.","286v.","","","","sin datos"
30063,"indio/indios","30","T30161","y luego los oficiales del rey requirieron al governador, que matase a <i>Atabalipa</i>, porque si el vivía el rey perderia mucha cantidad de moneda, por ser <b>indio</b> tan velicoso; y así mataron a <i>Atabalipa</i>, y después de muerto salimos de <i>Caxamalca</i>, y vinimos a <i>Guamachulo</i> que es doce leguas de alli, y otras tres a <i>Andamarca</i>, adonde mataron a <i>Gualcar Inga</i>","287","","","","sin datos"
30063,"indio/indios","30","T30162","y de ahí venimos a <i>Gualycal</i>, y de ahí a <i>Bombon</i>, todo esto sin guerra de <b>indios</b>; y de <i>Bombon</i> vino Diego de Almagro con gente a <i>Xauxa</i>, donde tuvo guerra con los <b>indios</b>","287","","","","sin datos"
30063,"indio/indios","30","T30163","y caminamos hasta <i>Vilcas</i> donde estaban los <i>capitanes</i> de <i>Atabalipa</i> con mucha gente de guerra, y la gente de guerra eran idos a hacer un chaco, y dejaron en <i>Vilcas</i> los toldos, y las <i>mugeres</i>, y algunos <b>indios</b>, y nosotros nos apoderamos, y <i>señoreamos</i> de todo lo que alli avia al quarto del alva que fue quando entramos en <i>Vilcas</i>, entendiendo que no avia mas gente de la que alli avia; y ahora, de visperas como fueron avisados los <b>indios</b>, vinieron por la parte mas aspera, y dieron en nosotros, y nosotros en ellos, y los <b>indios</b> por ser la tierra tan aspera antes ganaron con nosotros que nosotros con ellos","287v.","","","","sin datos"
30063,"indio/indios","30","T30164","aunque allí se señalaron algunos españoles como fue el capitan Soto, y Rodrigo Orgoñez, y Juan Pizarro de Orellana, y Juan de Pancorvo, y otros que ganaron un alto a los <b>indios</b>, y defendieron mucho; mataron este dia los <b>indios</b> un caballo blanco de Alonso Fabuyo, fuenos forzado de nos retraer a la plaza de <i>Vilcas</i>, y aquella noche estuvimos todos en arma.","287v. - 288","","","","sin datos"
30063,"indio/indios","30","T30165","Otro día vinieron los <b>indios</b> con gran ímpetu, y trageron banderas hechas de las crines, y cola del caballo blanco, que avian muerto; fueron forzoso soltar la presa que les teniamos de las <i>mugeres</i>, é <b>indios</b>, que llevaron todo su hato, y entonces se retiraron","288","","","","sin datos"
30063,"indio/indios","30","T30166","que pues que avíamos gozado de las duras, que gozasemos entrar en el <i>Cuzco</i>, sin el socorro, que atras venía, y ansi caminamos sin tener guerra con los <b>indios</b> que nos dañase, y pasamos los ríos de <i>Vilcas</i>, <i>Avancay</i>, y <i>Apocima</i>, todos a nada encima de los caballos hasta llegar a <i>Lima-tambo</i> siete leguas de esa ciudad del <i>Cuzco</i>, y alli estuvimos dos días.","288 - 288v.","","","","sin datos"
30063,"indio/indios","30","T30167","Otro dia caminamos la cuesta arriba, y al medio de la cuesta a do se hace un poco de llano que pasa un arroyoito de agua, antes que llegasemos a este llano como un tiro de piedra dieron los <b>indios</b> en nosotros de golpe, que de 40 e de caballo que eramos mataron 5 que fueron Hernando de Foro, y Miguel Ruiz y Francisco Martin, y Marquina, y Juan Alonso, y hirieron 17, y los que mas daño nos hicieron fueron los trecientos <b>indios</b> que nos querian venir de paz, porque eso se supo por cierto","288v.-289","","","","sin datos"
30063,"indio/indios","30","T30168","y aquella noche estuvimos en mucho trabajo, porque nevava; y con el frio quejabanse mucho los heridos, y decían los <b>indios</b> (que nos tenian cercados, y muchos fuegos alredor), y nosotros no os queremos matar de noche, sino de dia, y holgarnos con vosotros","289","","","","sin datos"
30063,"indio/indios","30","T30169","y a media noche en  <i>Limatambo</i> sonó la trompeta de alconchel, y en oyendola nos animamos en tal manera que pegamos con los <b>indios</b>, y ellos que devieron de oir también la trompeta, entendiendo que era socorro que nos venia; luego apagaron los fuegos, y caminaron al <i>Cuzco</i>","289","","","","sin datos"
30063,"indio/indios","30","T30170","y al medio de la cuesta salió a nosotros <i>Chilche</i>, el que al presente es <i>cacique</i> de <i>Yula</i>, y con tres <b>indios</b> <i>cañares</i>, y dijo qual es el capitán de los christianos","289v.","","","","sin datos"
30063,"indio/indios","30","T30171","y así caminamos al <i>Cuzco</i>, y media legua antes que llegasemos, nos dieron mucha guerra los <b>indios</b>","289v.","","","","sin datos"
30063,"indio/indios","30","T30172","y al fin entramos en el <i>Cuzco</i> a donde luego se pusieron en favor de los christianos los <b>indios</b> <i>cañares</i>, y <i>chachapoyas</i>, que serian hasta cincuenta <b>indios</b> los unos y los otros, con <i>Chilche</i>.","289v.","","","","sin datos"
30064,"indios de guerra/indios de los de guerra","30","T30173","en esta isla avia mucho <i>maiz</i> y venados, y <i>fruta de la tierra</i>; levantaronse los <b>indios de guerra</b>, y los dieron mucha <i>guacavaras</i>, matando algunos españoles, e hirieron a Hernando Pizarro un flechazo en una pierna, e hirieron también a otros españoles, y despues desto embio el gobernador a <i>Tumbez</i> a pedir a los <i>caziques</i> le embiasen valsas para salir de la isla, llevar el hato y pasar a <i>Tumbez</i>","281","","","","sin datos"
30064,"indios de guerra/indios de los de guerra","30","T30174","y desde aquel <i>pueblo</i> de <i>Carran</i> vimos un <i>camino</i> que parecia una sierra arriba, y el gobernador embió a Hernando de Soto con quarenta hombres, y yo fui con él, a que siguiese aquel <i>camino</i> hasta ver donde iba a parar, y empezando a hallar tierra poblada, y al cabo de 20 leguas dimos en un <i>pueblo</i> que se dice <i>Cajas</i>, de grandes edificios, y en el estava un <i>capitan</i> de <i>Atavalipa</i> con mas de 2000 <b>indios de guerra</b>, y avia en aquel <i>pueblo</i> tres <i>casas de mujeres</i>  recojidas que llamavan <i>mamacomas</i>, y como entramos, se sacaron las <i>mujeres</i> a la plaza, que heran mas de quinientas, y el <i>capitan</i> dio muchas de ellas a los españoles","282 - 282v.","","","","sin datos"
30064,"indios de guerra/indios de los de guerra","30","T30175","y alli concertaron con <i>Atabalipa</i> que vendría otro dia que era sábado a <i>Caxamalca</i>: tenia en torno del asiento adonde estava mas de quarenta mil <b>indios de guerra</b> en sus esquadrones, y muchos <i>señores principales</i> de toda la tierra","284v.","","","","sin datos"
30064,"indios de guerra/indios de los de guerra","30","T30176","y ellos eran mas de quarenta mil <b>indios de guerra</b>, y entre ellos muchos <i>señores</i>. ","285v.","","","","sin datos"
30064,"indios de guerra/indios de los de guerra","30","T30177","Estava la gente de guerra de los <i>indios</i> en <i>Vilcacanga</i> una legua mas acá de  <i>Limatambo</i>, y aquel dia vinieron dos <b>indios de los de guerra</b>, que eran del esquadron de <i>Tarama</i> de parte de su <i>cacique</i>, que queria su <i>cacique</i> venír a servir a los christianos con trescientos <b>indios de guerra</b> que el tenia en lo alto de la sierra, y dijeron que era por diferencia que tuvo con los <i>capitanes</i> de <i>Atabalipa</i>, y huvo pareceres que venian por espias, y en efecto no lo eran segun despues parescio, y el capitan los mando cortar y los envió ansí.","288v.","","","","sin datos"
30064,"indios de guerra/indios de los de guerra","30","T30178","Entramos en la ciudad del <i>Cuzco</i>, adonde luego nos vinieron algunos <i>indios de paz</i>; en el <i>Cuzco</i> se halló gran cantidad de plata, mas que no de oro, aunque también huvo mucho oro; avia grandes depositos de municion para los <b>indios de guerra</b> de lanzas, y flechas, y porras, y tiraderas; avia galpones llenos de maromas tan gruesas como el muslo, y como el dedo con que arrastavan las piedras para los edificios; avia galpones de barretas de cobre llenas, atadas de diez, en diez que eran para las minas; avia grandes depositos de ropa de todas maneras, y depositos de <i>coca</i>, y <i>agi</i>, y deposito de <i>indios</i> desollados","289v. - 290","","","","sin datos"
30065,"indios de paz","30","T30179","Entramos en la ciudad del <i>Cuzco</i>, adonde luego nos vinieron algunos <b>indios de paz</b>; en el <i>Cuzco</i> se halló gran cantidad de plata, mas que no de oro, aunque también huvo mucho oro; avia grandes depositos de municion para los <i>indios</i> de guerra de lanzas, y flechas, y porras, y tiraderas; avia galpones llenos de maromas tan gruesas como el muslo, y como el dedo con que arrastavan las piedras para los edificios; avia galpones de barretas de cobre llenas, atadas de diez, en diez que eran para las minas; avia grandes depositos de ropa de todas maneras, y depositos de <i>coca</i>, y <i>agi</i>, y deposito de <i>indios</i> desollados","289v. - 290","","","","sin datos"
30066,"inga","30","T30180","el <i>capitan</i> del <b>inga</b> se ensobervecio mucho, y dijo, como osais vosotros a hacer esto estando <i>Atabalipa</i> veinte leguas de aqui, porque no ha de quedar hombre vivo de vosotros.","282v.","","","","sin datos"
30066,"inga","30","T30181","y de allí fuimos caminando con cuidado, porque avia una quebrada a donde <i>Atabalipa</i> quiso inviar gente a que allí nos matasen, y dejolo de hacer, porque el <b>inga</b> que venia con nosotros le dixo no envíes, vengan que yo te los daré atados a todos, porque ansi solo me han miedo, y también porque no has de matar a tres de ellos, que eran el herrador, y el barbero que hacia mozos a los hombres, y a Hernando Sanchez Morillo, que era gran bolteador","283v. - 284","","","","sin datos"
30066,"inga","30","T30182","y como el <b>inga</b> nos conocía a todos dijole eso, y así llegamos á <i>Caxamalca</i> un viernes, a mediodía, y <i>Atabalipa</i> estaba en los <i>baños</i> una legua de allí. ","284","","","","sin datos"
30066,"inga","30","T30183","Yo fui con el, y llegados, estava el capitan Soto con la gente que avia llevado, y dijole Hernando Pizarro, que hace vuestra merced y el respondió aquí me tienen diciendo ya sale <i>Atabalipa</i> que estava metido en su aposento, y no sale; dijo Hernando Pizarro a la <i>lengua</i> dile que salga, y volvió el <i>mensagero</i>, y dixo que espereis que luego saldrá, y entonces dijo Hernando Pizarro, decidle al perro que salga luego, y un <b>inga</b> que avía ido a <i>Maxicavilca</i> por espia en habito de <i>tallan</i>, a quien Hernando Pizarro no entendiendo que era espia de <i>Atabalipa</i> le dio con un <i>duho</i> que le descalabró entró, y dixo a <i>Atabalipa</i>, salga luego que está aqui aquel mal hombre que me descalabro en <i>Maxicavilca</i>, y entonces salió <i>Atabalipa</i> con dos vasos de oro pequeños, llenos de <i>chicha</i>, y dióle uno a Hernando Pizarro, y el otro bebió el, y luego tomó dos vasos de plata, y el uno dio alcapitan Soto, y el otro bebió el, y entonces le dijo Hernando Pizarro a la <i>lengua</i>, dile a <i>Atabalipa</i>, que de mi alcapitan Soto no hay diferencia, que ambos somos <i>capitanes</i> del rey, y por hacer lo que el rey nos manda dejamos nuestras tierras, y venimos a hacerles entender las cosas de la fe","284 - 284v.","","","","sin datos"
30066,"inga","30","T30184","Entrado que fue <i>Atabalipa</i> en la plaza de <i>Caxamalca</i>, como no vido christianos ninguno preguntó al <b>inga</b> que avía venido con nosotros de <i>Maxicavilca</i>, y <i>Carran</i>, que es destos de las barbas, y respondió estaran escondidos","285v.","","","","sin datos"
30067,"lengua","30","T30185","Yo fui con el, y llegados, estava el capitan Soto con la gente que avia llevado, y dijole Hernando Pizarro, que hace vuestra merced y el respondió aquí me tienen diciendo ya sale <i>Atabalipa</i> que estava metido en su aposento, y no sale; dijo Hernando Pizarro a la <b>lengua</b> dile que salga, y volvió el <i>mensagero</i>, y dixo que espereis que luego saldrá, y entonces dijo Hernando Pizarro, decidle al perro que salga luego, y un <i>inga</i> que avía ido a <i>Maxicavilca</i> por espia en habito de <i>tallan</i>, a quien Hernando Pizarro no entendiendo que era espia de <i>Atabalipa</i> le dio con un <i>duho</i> que le descalabró entró, y dixo a <i>Atabalipa</i>, salga luego que está aqui aquel mal hombre que me descalabro en <i>Maxicavilca</i>, y entonces salió <i>Atabalipa</i> con dos vasos de oro pequeños, llenos de <i>chicha</i>, y dióle uno a Hernando Pizarro, y el otro bebió el, y luego tomó dos vasos de plata, y el uno dio alcapitan Soto, y el otro bebió el, y entonces le dijo Hernando Pizarro a la <b>lengua</b>, dile a <i>Atabalipa</i>, que de mi alcapitan Soto no hay diferencia, que ambos somos <i>capitanes</i> del rey, y por hacer lo que el rey nos manda dejamos nuestras tierras, y venimos a hacerles entender las cosas de la fe","284 - 284v.","","","","sin datos"
