id_palabra,"Palabra","id_cronista","id_texto","cita","pagina","lengua","propuesta","nota","enlace"
30023,"capitan/capitanes","30","T30062","y de allí venimos hasta un <i>pueblo</i> quince leguas de <i>Caxamalca</i> a do estuvimos veinte dias; y allí demandó licencia el <b>capitan</b> <i>Atabalipa</i> que tragimos de <i>Caxas</i>, para ir a <i>Caxamalca</i> a verse con <i>Atabalipa</i>, y que el volvería desde a ocho dias","283","","","","sin datos"
30023,"capitan/capitanes","30","T30063","y caminamos hasta <i>Vilcas</i> donde estaban los <b>capitanes</b> de <i>Atabalipa</i> con mucha gente de guerra, y la gente de guerra eran idos a hacer un chaco, y dejaron en <i>Vilcas</i> los toldos, y las <i>mugeres</i>, y algunos <i>indios</i>, y nosotros nos apoderamos, y <i>señoreamos</i> de todo lo que alli avia al quarto del alva que fue quando entramos en <i>Vilcas</i>, entendiendo que no avia mas gente de la que alli avia; y ahora, de visperas como fueron avisados los <i>indios</i>, vinieron por la parte mas aspera, y dieron en nosotros, y nosotros en ellos, y los <i>indios</i> por ser la tierra tan aspera antes ganaron con nosotros que nosotros con ellos","287v.","","","","sin datos"
30023,"capitan/capitanes","30","T30064","Estava la gente de guerra de los <i>indios</i> en <i>Vilcacanga</i> una legua mas acá de  <i>Limatambo</i>, y aquel dia vinieron dos <i>indios de los de guerra</i>, que eran del esquadron de <i>Tarama</i> de parte de su <i>cacique</i>, que queria su <i>cacique</i> venír a servir a los christianos con trescientos <i>indios de guerra</i> que el tenia en lo alto de la sierra, y dijeron que era por diferencia que tuvo con los <i>capitanes</i> de <i>Atabalipa</i>, y huvo pareceres que venian por espias, y en efecto no lo eran segun despues parescio, y el capitan los mando cortar y los envió ansí.","288v.","","","","sin datos"
30023,"capitan/capitanes","30","T30065","y luego por la mesma cuesta abaxo <i>Mango Inca</i> con otros dos, o tres <i>orejones</i>, y traia una <i>manta</i>, y camiseta de algodon amarilla, y <i>Chilche</i> dijo al governador, este es hijo de <i>Guaynava</i> que ha andado huyendo de los <i>capitanes</i> de <i>Atabalipa</i>, y así caminamos al <i>Cuzco</i>","289v.","","","","sin datos"
30024,"caraques","30","T30066","Haviendo ya venido los navíos de <i>Panama</i>, y <i>Nicaragua</i> salimos de <i>Coaque</i> con la mas gente enferma, y fuimos hasta el Cabo de <i>Pascio</i>, y no pudiendo pasar la punta, abrimos <i>camino</i> por la montaña, y llegamos al <i>pueblo</i> de <i>Padao</i>, y pasamos hasta llegar a la bahia de los <b>caraques</b> con gran falta de agua dulce, y de allí en un navío metieron todos los enfermos, y los enviaron a un <i>pueblo</i> que se dice <i>Charapoto</i> que es en la <i>provincia</i> de Puerto Viejo","278v.","","","","sin datos"
30025,"Carran","30","T30067","Yo fui con él, y llegamos a una <i>fortaleza</i> donde agora es <i>Piura</i>, y alli estuvimos hasta que el gobernador vino, y de alli venimos a un <i>pueblo</i> que se dice <b>Carran</b>, que es 6 leguas de <i>Piura</i> donde estuvimos un mes","282","","","","sin datos"
30025,"Carran","30","T30068","y desde aquel <i>pueblo</i> de <b>Carran</b> vimos un <i>camino</i> que parecia una sierra arriba, y el gobernador embió a Hernando de Soto con quarenta hombres, y yo fui con él, a que siguiese aquel <i>camino</i> hasta ver donde iba a parar, y empezando a hallar tierra poblada, y al cabo de 20 leguas dimos en un <i>pueblo</i> que se dice <i>Cajas</i>, de grandes edificios, y en el estava un <i>capitan</i> de <i>Atavalipa</i> con mas de 2000 <i>indios de guerra</i>, y avia en aquel <i>pueblo</i> tres <i>casas de mujeres</i>  recojidas que llamavan <i>mamacomas</i>, y como entramos, se sacaron las <i>mujeres</i> a la plaza, que heran mas de quinientas, y el <i>capitan</i> dio muchas de ellas a los españoles","282 - 282v.","","","","sin datos"
30025,"Carran","30","T30069","Entrado que fue <i>Atabalipa</i> en la plaza de <i>Caxamalca</i>, como no vido christianos ninguno preguntó al <i>inga</i> que avía venido con nosotros de <i>Maxicavilca</i>, y <b>Carran</b>, que es destos de las barbas, y respondió estaran escondidos","285v.","","","","sin datos"
30025,"Carran","30","T30070","Luego el capitan Soto escribió al governador todo lo que pasaba, y de la sobervia de aquel <i>indio</i>, y el gobernador respondio, que sufriesen todos su soberbia, y le diesemos a entender, que le teniamos miedo, y con esto disimuladamente los tragesemos a <b>Carran</b>, donde el Governador estaba, y asi lo tragimos a <b>Carran</b> a donde se supo del todo lo de <i>Atabalipa</i>, y adonde estaba","282v. - 283","","","","sin datos"
30026,"casas","30","T30071","tocaron la trompeta para ir a saltear aquel <i>pueblo</i> de <i>Coaque</i>, y así se hizo, y se tomó el <i>cacique</i> de el, y se tuvo preso mucho tiempo; avia gran cantidad de ropa blanca de algodon; era un <i>pueblo</i> de grandes <b>casas</b>, y tenia muchos <i>idolos</i>, y atambores; avia mucha comida de <i>maiz</i>, y frutas; avia mucha albaca de castilla, y mucho <i>agi</i>; los <i>indios</i> eran fuertes, y guerreros; el <i>pueblo</i> tenia trecientos <i>buhios</i> muy grandes; es tierra lluviosa, de grandes truenos, y grandes culebras; y sapos, y tierra muy humeda (...) En este <i>pueblo</i> se tomaron diez y ocho mil pesos en oro, y alguna plata baxa (...) y quedamos en aquel <i>pueblo</i> mas de ocho meses; en este tiempo murió mucha gente de enfermedades","277 - 277v.","","","","sin datos"
30027,"casas de mujeres","30","T30072","y desde aquel <i>pueblo</i> de <i>Carran</i> vimos un <i>camino</i> que parecia una sierra arriba, y el gobernador embió a Hernando de Soto con quarenta hombres, y yo fui con él, a que siguiese aquel <i>camino</i> hasta ver donde iba a parar, y empezando a hallar tierra poblada, y al cabo de 20 leguas dimos en un <i>pueblo</i> que se dice <i>Cajas</i>, de grandes edificios, y en el estava un <i>capitan</i> de <i>Atavalipa</i> con mas de 2000 <i>indios de guerra</i>, y avia en aquel <i>pueblo</i> tres <b>casas de mujeres</b>  recojidas que llamavan <i>mamacomas</i>, y como entramos, se sacaron las <i>mujeres</i> a la plaza, que heran mas de quinientas, y el <i>capitan</i> dio muchas de ellas a los españoles","282 - 282v.","","","","sin datos"
30028,"casas del sol","30","T30073","en las <b>casas del sol</b> entramos y dixo <i>Villaoma</i>, que era a manera de <i>sacerdote</i> en su ley, como entrais aqui vosotros, que el que aqui ha de entrar ha de ayunar un año primero, y ha de entrar cargado con una carga, y descalzo; y sin hacer caso de lo que dijo entramos dentro.","290","","","","sin datos"
30029,"Catamez","30","T30074","Salidos de la bahia llegamos a quatro leguas a un <i>pueblo</i> despoblado que se llama <b>Catamez</b>, avia muchas <i>guayavas</i>, y <i>ciruelas de la tierra</i>, y pozos hondos donde bebian, y se sacaba el agua con unos caracoles, avia mosquitos, y aguaceros; asimismo es tierra de montaña; ","275v.","","","","sin datos"
30030,"Caxamalca","30","T30075","y de allí venimos hasta un <i>pueblo</i> quince leguas de <b>Caxamalca</b> a do estuvimos veinte dias; y allí demandó licencia el <i>capitan</i> <i>Atabalipa</i> que tragimos de <i>Caxas</i>, para ir a <b>Caxamalca</b> a verse con <i>Atabalipa</i>, y que el volvería desde a ocho dias","283","","","","sin datos"
30030,"Caxamalca","30","T30076","volvió dentro del termino que dixo, y nos halló ocho leguas de <b>Caxamalca</b>, y traxo un presente al governador que se lo envió <i>Atabalipa</i> que estaba en los <i>baños</i> una legua de <b>Caxamalca</b>","283 - 283v.","","","","sin datos"
30030,"Caxamalca","30","T30077","y como el <i>inga</i> nos conocía a todos dijole eso, y así llegamos á <b>Caxamalca</b> un viernes, a mediodía, y <i>Atabalipa</i> estaba en los <i>baños</i> una legua de allí. ","284","","","","sin datos"
30030,"Caxamalca","30","T30078","y alli concertaron con <i>Atabalipa</i> que vendría otro dia que era sábado a <b>Caxamalca</b>: tenia en torno del asiento adonde estava mas de quarenta mil <i>indios de guerra</i> en sus esquadrones, y muchos <i>señores principales</i> de toda la tierra","284v.","","","","sin datos"
30030,"Caxamalca","30","T30079","y al despedirse Hernando de Soto batio las piernas a un caballo hacia adonde estava el primer esquadron de gente, y huyeron los <i>indios</i>, y aun cayeron unos sobre otros, y venidos nosotros a <b>Caxamalca</b>, mandó matar <i>Atabalipa</i> 300 <i>indios</i>, porque avian huido","284v. - 285","","","","sin datos"
30030,"Caxamalca","30","T30080","otro dia sabado vino <i>Atabalipa</i> con toda su gente en orden a <b>Caxamalca</b>, y en aquella legua tardó, hasta que no avia hora, y media de sol, traia 600 <i>indios</i> de libreas blancas, y coloradas, a manera de algedres que venian delante limpiando las piedras, y pajas del camino","285","","","","sin datos"
30030,"Caxamalca","30","T30081","En <b>Caxamalca</b> avia diez calles, que salian de la plaza, y en cada vocacalle puso el governador ocho hombres","285","","","","sin datos"
30030,"Caxamalca","30","T30082","Entrado que fue <i>Atabalipa</i> en la plaza de <b>Caxamalca</b>, como no vido christianos ninguno preguntó al <i>inga</i> que avía venido con nosotros de <i>Maxicavilca</i>, y <i>Carran</i>, que es destos de las barbas, y respondió estaran escondidos","285v.","","","","sin datos"
30030,"Caxamalca","30","T30083","siguiose el alcance de los <i>indios</i> aquella tarde mas de media legua, metiose a <i>Atabalipa</i> en la <i>fortaleza</i>, y preguntava si a el si le avían de matar, y le dijeron que no, porque los christianos con aquel ímpetu matavan, mas que despues no, y le hicieron entender que el se iria a <i>Quito</i> a la tierra, que su padre le dejó, y por esto mandó mandó un lleno de oro, y ansí envió a esta ciudad desde <b>Caxamalca</b> por ello, y se lo llevaron, y despues que tuvo dado el oro, dixeron que hacia gente en el rio de Lavanto, y que alli la juntava para matar a los christianos; y el governador envió a Soto al rio de Lavanto para ver si era verdad, yo fui con el, y no avia tal, sino como los <i>indios</i> <i>xauxa</i> eran enemigos de <i>Atabalipa</i> le levantaban esto.","286v.","","","","sin datos"
30030,"Caxamalca","30","T30084","En este tiempo envió el gobernador a Hernando Pizarro a <i>Pachacama</i> con diez y siete hombres, yo fui con el, y de allí volvimos a <i>Xauxa</i>, y trajimos a <i>Chalcochima</i>, y volvimos a <b>Caxamalca</b>","286v. - 287","","","","sin datos"
30030,"Caxamalca","30","T30085","y luego los oficiales del rey requirieron al governador, que matase a <i>Atabalipa</i>, porque si el vivía el rey perderia mucha cantidad de moneda, por ser <i>indio</i> tan velicoso; y así mataron a <i>Atabalipa</i>, y después de muerto salimos de <b>Caxamalca</b>, y vinimos a <i>Guamachulo</i> que es doce leguas de alli, y otras tres a <i>Andamarca</i>, adonde mataron a <i>Gualcar Inga</i>","287","","","","sin datos"
30031,"Caxas","30","T30086","y de allí venimos hasta un <i>pueblo</i> quince leguas de <i>Caxamalca</i> a do estuvimos veinte dias; y allí demandó licencia el <i>capitan</i> <i>Atabalipa</i> que tragimos de <b>Caxas</b>, para ir a <i>Caxamalca</i> a verse con <i>Atabalipa</i>, y que el volvería desde a ocho dias","283","","","","sin datos"
30032,"caymitos","30","T30087","Esta tierra de la bahia es tierra de montaña, y de muchos aguaceros, havia <i>fruta de la tierra</i> mucha como <i>guavas</i>, <i>guayavas</i>, <b>caymitos</b>, y <i>hovos</i>. ","275v.","","","","sin datos"
30033,"cazabe","30","T30088","pasados los dos rios, que tenian un quarto de legua de ancho cada uno, hallamos muchos <i>camotes</i>, y mucha <i>yuca</i> de que hizimos mucho <b>cazabe</b>, y avia mucha fruta de <i>guayabas</i> e otras, y así se reformo mucho la gente.","276v.","","","","sin datos"
30034,"chachapoyas","30","T30089","y al fin entramos en el <i>Cuzco</i> a donde luego se pusieron en favor de los christianos los <i>indios</i> <i>cañares</i>, y <b>chachapoyas</b>, que serian hasta cincuenta <i>indios</i> los unos y los otros, con <i>Chilche</i>.","289v.","","","","sin datos"
30035,"Chalcochima","30","T30090","En este tiempo envió el gobernador a Hernando Pizarro a <i>Pachacama</i> con diez y siete hombres, yo fui con el, y de allí volvimos a <i>Xauxa</i>, y trajimos a <b>Chalcochima</b>, y volvimos a <i>Caxamalca</i>","286v. - 287","","","","sin datos"
30036,"chaquira","30","T30091","Ya teniamos noticia de <i>Coaque</i>, que era un gran <i>pueblo</i> muy rico de oro, plata, esmeraldas, y otras muchas piedras de otros colores, y <b>chaquira</b> de oro, y plata, y de hueso, y mucha gente","277","","","","sin datos"
30037,"Charapoto","30","T30092","Haviendo ya venido los navíos de <i>Panama</i>, y <i>Nicaragua</i> salimos de <i>Coaque</i> con la mas gente enferma, y fuimos hasta el Cabo de <i>Pascio</i>, y no pudiendo pasar la punta, abrimos <i>camino</i> por la montaña, y llegamos al <i>pueblo</i> de <i>Padao</i>, y pasamos hasta llegar a la bahia de los <i>caraques</i> con gran falta de agua dulce, y de allí en un navío metieron todos los enfermos, y los enviaron a un <i>pueblo</i> que se dice <b>Charapoto</b> que es en la <i>provincia</i> de Puerto Viejo","278v.","","","","sin datos"
30038,"chicha","30","T30093","Yo fui con el, y llegados, estava el capitan Soto con la gente que avia llevado, y dijole Hernando Pizarro, que hace vuestra merced y el respondió aquí me tienen diciendo ya sale <i>Atabalipa</i> que estava metido en su aposento, y no sale; dijo Hernando Pizarro a la <i>lengua</i> dile que salga, y volvió el <i>mensagero</i>, y dixo que espereis que luego saldrá, y entonces dijo Hernando Pizarro, decidle al perro que salga luego, y un <i>inga</i> que avía ido a <i>Maxicavilca</i> por espia en habito de <i>tallan</i>, a quien Hernando Pizarro no entendiendo que era espia de <i>Atabalipa</i> le dio con un <i>duho</i> que le descalabró entró, y dixo a <i>Atabalipa</i>, salga luego que está aqui aquel mal hombre que me descalabro en <i>Maxicavilca</i>, y entonces salió <i>Atabalipa</i> con dos vasos de oro pequeños, llenos de <b>chicha</b>, y dióle uno a Hernando Pizarro, y el otro bebió el, y luego tomó dos vasos de plata, y el uno dio alcapitan Soto, y el otro bebió el, y entonces le dijo Hernando Pizarro a la <i>lengua</i>, dile a <i>Atabalipa</i>, que de mi alcapitan Soto no hay diferencia, que ambos somos <i>capitanes</i> del rey, y por hacer lo que el rey nos manda dejamos nuestras tierras, y venimos a hacerles entender las cosas de la fe","284 - 284v.","","","","sin datos"
30039,"Chilche","30","T30094","y al medio de la cuesta salió a nosotros <b>Chilche</b>, el que al presente es <i>cacique</i> de <i>Yula</i>, y con tres <i>indios</i> <i>cañares</i>, y dijo qual es el capitán de los christianos","289v.","","","","sin datos"
30039,"Chilche","30","T30095","y luego por la mesma cuesta abaxo <i>Mango Inca</i> con otros dos, o tres <i>orejones</i>, y traia una <i>manta</i>, y camiseta de algodon amarilla, y <b>Chilche</b> dijo al governador, este es hijo de <i>Guaynava</i> que ha andado huyendo de los <i>capitanes</i> de <i>Atabalipa</i>, y así caminamos al <i>Cuzco</i>","289v.","","","","sin datos"
30039,"Chilche","30","T30096","y al fin entramos en el <i>Cuzco</i> a donde luego se pusieron en favor de los christianos los <i>indios</i> <i>cañares</i>, y <i>chachapoyas</i>, que serian hasta cincuenta <i>indios</i> los unos y los otros, con <b>Chilche</b>.","289v.","","","","sin datos"
30040,"chonos","30","T30097","y el Molina se vino a la isla de la <i>Puna</i> al qual tenian los <i>indios</i> por su <i>capitan</i> contra los <b>chonos</b>, y los de <i>Tumbez</i>, y un mes antes que nosotros llegasemos le avian muerto los <b>chonos</b> en la mar pescando. Sintieronlo mucho los de la <i>Puna</i> su muerte, y estos <i>indios</i> de la <i>Puna</i> tenían tomados a los <i>indios</i> de <i>Tumbez</i> tres <i>idolos</i> de oro del tamaño cada uno como un muchacho de tres años, y tenia mas de 600 <i>esclavos</i> de los <i>indios</i> de <i>Tumbez</i> entre hombres y <i>mugeres</i>, y el governador embio a llamar a los <i>señores</i> de <i>Tumbez</i>, y venidos los hizo amigos con los de la isla, e hiçoles restituir los <i>idolos</i> de oro, y los <i>esclavos</i> que les avian tomado, y los llevaron a su tierra","280v.-281","","","","sin datos"
30041,"Cinto","30","T30098","Desembarcamos en un <i>pueblo</i> que dice el <i>Tucu</i>, y el estrecho tenia legua y media de travesia, y de allí atravesamos la isla, a un <i>pueblo</i> que se dice el Estero, y en aquel <i>pueblo</i> hallamos una cruz alta, y un crucifixo pintado en una puerta, y una campanilla colgada; tuvose por milagro, y luego salieron de la casa mas de treinta muchachos, y muchachas diciendo loado sea Jesuchristo Molina, Molina y esto fue que quando el primer descubrimiento se lo quedaron al governador dos españoles en el puerto de <i>Payta</i>, el uno que se llamava Molina y el otro Gines a quien mataron los <i>indios</i> en un <i>pueblo</i> que se decía <b>Cinto</b>, porque miro a una muger de un <i>cacique</i>","280-280v.","","","","sin datos"
30041,"Cinto","30","T30099","y de alli venimos por un <i>pueblo</i> que se dice <i>Cala</i>, y por <b>Cinto</b>, y por <i>Motupe</i> una tierra seca y sin agua, donde se padeció gran trabajo de sed, y caminos.","283","","","","sin datos"
30042,"ciruelas de la tierra","30","T30100","Salidos de la bahia llegamos a quatro leguas a un <i>pueblo</i> despoblado que se llama <i>Catamez</i>, avia muchas <i>guayavas</i>, y <b>ciruelas de la tierra</b>, y pozos hondos donde bebian, y se sacaba el agua con unos caracoles","275v.","","","","sin datos"
30043,"Coaque","30","T30101","Ya teniamos noticia de <b>Coaque</b>, que era un gran <i>pueblo</i> muy rico de oro, plata, esmeraldas, y otras muchas piedras de otros colores, y <i>chaquira</i> de oro, y plata, y de hueso, y mucha gente","277","","","","sin datos"
30043,"Coaque","30","T30102","tocaron la trompeta para ir a saltear aquel <i>pueblo</i> de <b>Coaque</b>, y así se hizo, y se tomó el <i>cacique</i> de el, y se tuvo preso mucho tiempo; avia gran cantidad de ropa blanca de algodon; era un <i>pueblo</i> de grandes <i>casas</i>, y tenia muchos <i>idolos</i>, y atambores; avia mucha comida de <i>maiz</i>, y frutas; avia mucha albaca de castilla, y mucho <i>agi</i>; los <i>indios</i> eran fuertes, y guerreros; el <i>pueblo</i> tenia trecientos <i>buhios</i> muy grandes; es tierra lluviosa, de grandes truenos, y grandes culebras; y sapos, y tierra muy humeda (...) En este <i>pueblo</i> se tomaron diez y ocho mil pesos en oro, y alguna plata baxa (...) y quedamos en aquel <i>pueblo</i> mas de ocho meses; en este tiempo murió mucha gente de enfermedades","277 - 277v.","","","","sin datos"
30043,"Coaque","30","T30103","despues que el navio fue á <i>Panama</i>, vino luego a este <i>pueblo</i> de <b>Coaque</b> Pedro Gregorio un mercader que traxo mucha cecina, y tocino y quesos de Canarias","277v.","","","","sin datos"
30043,"Coaque","30","T30104","En este <i>pueblo</i> de <b>Coaque</b> nadie conoció las esmeraldas sino fue fray Reinaldo que juntó mas de ciento, y tantas","278","","","","sin datos"
30043,"Coaque","30","T30105","En este tiempo puso el governador en su libertad al <i>cacique</i> de <b>Coaque</b>, y luego se alzó con toda su gente, y nos quemó el <i>pueblo</i>, que no quedó mas que un <i>buhio</i> a donde todos nos recogimos y le defendimos que no nos lo quemase; y savido que el <i>cacique</i> se avia ido con su gente a unas montañas, y tomado un <i>indio</i> que savia donde estaban, el gobernador con alguna gente fueron a pie porque no podian ir caballos en su busca, y llevaron el <i>indio</i> que era guia","278","","","","sin datos"
30043,"Coaque","30","T30106","Haviendo ya venido los navíos de <i>Panama</i>, y <i>Nicaragua</i> salimos de <b>Coaque</b> con la mas gente enferma, y fuimos hasta el Cabo de <i>Pascio</i>, y no pudiendo pasar la punta, abrimos <i>camino</i> por la montaña, y llegamos al <i>pueblo</i> de <i>Padao</i>, y pasamos hasta llegar a la bahia de los <i>caraques</i> con gran falta de agua dulce, y de allí en un navío metieron todos los enfermos, y los enviaron a un <i>pueblo</i> que se dice <i>Charapoto</i> que es en la <i>provincia</i> de Puerto Viejo","278v.","","","","sin datos"
30044,"coca","30","T30107","Entramos en la ciudad del <i>Cuzco</i>, adonde luego nos vinieron algunos <i>indios de paz</i>; en el <i>Cuzco</i> se halló gran cantidad de plata, mas que no de oro, aunque también huvo mucho oro; avia grandes depositos de municion para los <i>indios de guerra</i> de lanzas, y flechas, y porras, y tiraderas; avia galpones llenos de maromas tan gruesas como el muslo, y como el dedo con que arrastavan las piedras para los edificios; avia galpones de barretas de cobre llenas, atadas de diez, en diez que eran para las minas; avia grandes depositos de ropa de todas maneras, y depositos de <b>coca</b>, y <i>agi</i>, y deposito de <i>indios</i> desollados","289v. - 290","","","","sin datos"
30045,"Cuzco","30","T30108","y luego llegamos a <i>Xauxa</i> toda la demas gente con el governador, adonde estuvimos cierto tiempo hasta que el governador envió a Hernando de Soto con quarenta de a caballo para descubrir el <i>camino</i> para venir al <b>Cuzco</b>, yo fui con el","287 - 287v.","","","","sin datos"
30045,"Cuzco","30","T30109","que pues que avíamos gozado de las duras, que gozasemos entrar en el <b>Cuzco</b>, sin el socorro, que atras venía, y ansi caminamos sin tener guerra con los <i>indios</i> que nos dañase, y pasamos los ríos de <i>Vilcas</i>, <i>Avancay</i>, y <i>Apocima</i>, todos a nada encima de los caballos hasta llegar a <i>Lima-tambo</i> siete leguas de esa ciudad del <b>Cuzco</b>, y alli estuvimos dos días.","288 - 288v.","","","","sin datos"
30045,"Cuzco","30","T30110","y a media noche en  <i>Limatambo</i> sonó la trompeta de alconchel, y en oyendola nos animamos en tal manera que pegamos con los <i>indios</i>, y ellos que devieron de oir también la trompeta, entendiendo que era socorro que nos venia; luego apagaron los fuegos, y caminaron al <b>Cuzco</b>","289","","","","sin datos"
30045,"Cuzco","30","T30111","y luego por la mesma cuesta abaxo <i>Mango Inca</i> con otros dos, o tres <i>orejones</i>, y traia una <i>manta</i>, y camiseta de algodon amarilla, y <i>Chilche</i> dijo al governador, este es hijo de <i>Guaynava</i> que ha andado huyendo de los <i>capitanes</i> de <i>Atabalipa</i>, y así caminamos al <b>Cuzco</b>","289v.","","","","sin datos"
30045,"Cuzco","30","T30112","y así caminamos al <b>Cuzco</b>, y media legua antes que llegasemos, nos dieron mucha guerra los <i>indios</i>","289v.","","","","sin datos"
30045,"Cuzco","30","T30113","y al fin entramos en el <b>Cuzco</b> a donde luego se pusieron en favor de los christianos los <i>indios</i> <i>cañares</i>, y <i>chachapoyas</i>, que serian hasta cincuenta <i>indios</i> los unos y los otros, con <i>Chilche</i>.","289v.","","","","sin datos"
30045,"Cuzco","30","T30114","Entramos en la ciudad del <b>Cuzco</b>, adonde luego nos vinieron algunos <i>indios de paz</i>; en el <b>Cuzco</b> se halló gran cantidad de plata, mas que no de oro, aunque también huvo mucho oro; avia grandes depositos de municion para los <i>indios de guerra</i> de lanzas, y flechas, y porras, y tiraderas; avia galpones llenos de maromas tan gruesas como el muslo, y como el dedo con que arrastavan las piedras para los edificios; avia galpones de barretas de cobre llenas, atadas de diez, en diez que eran para las minas; avia grandes depositos de ropa de todas maneras, y depositos de <i>coca</i>, y <i>agi</i>, y deposito de <i>indios</i> desollados","289v. - 290","","","","sin datos"
30046,"duho","30","T30115","Yo fui con el, y llegados, estava el capitan Soto con la gente que avia llevado, y dijole Hernando Pizarro, que hace vuestra merced y el respondió aquí me tienen diciendo ya sale <i>Atabalipa</i> que estava metido en su aposento, y no sale; dijo Hernando Pizarro a la <i>lengua</i> dile que salga, y volvió el <i>mensagero</i>, y dixo que espereis que luego saldrá, y entonces dijo Hernando Pizarro, decidle al perro que salga luego, y un <i>inga</i> que avía ido a <i>Maxicavilca</i> por espia en habito de <i>tallan</i>, a quien Hernando Pizarro no entendiendo que era espia de <i>Atabalipa</i> le dio con un <b>duho</b> que le descalabró entró, y dixo a <i>Atabalipa</i>, salga luego que está aqui aquel mal hombre que me descalabro en <i>Maxicavilca</i>, y entonces salió <i>Atabalipa</i> con dos vasos de oro pequeños, llenos de <i>chicha</i>, y dióle uno a Hernando Pizarro, y el otro bebió el, y luego tomó dos vasos de plata, y el uno dio alcapitan Soto, y el otro bebió el, y entonces le dijo Hernando Pizarro a la <i>lengua</i>, dile a <i>Atabalipa</i>, que de mi alcapitan Soto no hay diferencia, que ambos somos <i>capitanes</i> del rey, y por hacer lo que el rey nos manda dejamos nuestras tierras, y venimos a hacerles entender las cosas de la fe","284 - 284v.","","","","sin datos"
30047,"esclavos","30","T30116","y el Molina se vino a la isla de la <i>Puna</i> al qual tenian los <i>indios</i> por su <i>capitan</i> contra los <i>chonos</i>, y los de <i>Tumbez</i>, y un mes antes que nosotros llegasemos le avian muerto los <i>chonos</i> en la mar pescando. Sintieronlo mucho los de la <i>Puna</i> su muerte, y estos <i>indios</i> de la <i>Puna</i> tenían tomados a los <i>indios</i> de <i>Tumbez</i> tres <i>idolos</i> de oro del tamaño cada uno como un muchacho de tres años, y tenia mas de 600 <b>esclavos</b> de los <i>indios</i> de <i>Tumbez</i> entre hombres y <i>mugeres</i>, y el governador embio a llamar a los <i>señores</i> de <i>Tumbez</i>, y venidos los hizo amigos con los de la isla, e hiçoles restituir los <i>idolos</i> de oro, y los <b>esclavos</b> que les avian tomado, y los llevaron a su tierra","280v.-281","","","","sin datos"
30048,"fortaleza","30","T30117","luego partio de la <i>Puna</i> el gobernador con toda la gente en dos navios, y llegamos a <i>Tumbez</i>, y hallamos los <i>indios</i> alzados, y se asento el real junto a la <b>fortaleza</b> de <i>Tumbez</i>, y a pocos dias embio el governador al capitan Soto a hacer guerra a los <i>indios</i> de <i>Tumbez</i> que estavan en un fuerte rio arriva; yo fui con él, y cercamos los <i>indios</i> como veinte leguas de <i>Tumbez</i>, y estando cercados, <i>Cacalame</i> que hera el <i>señor</i> de todos ellos se vino de paz con la gente, y bolvimos a <i>Tumbez</i>, y el governador en nombre de Su Magestad los perdonó a todos, y estando alli vinieron otros 20 hombres de <i>Nicaragua</i>, y con ellos fray Tedoco frayle Francisco que agora esta en <i>Quito</i>.","281v.","","","","sin datos"
30048,"fortaleza","30","T30118","Yo fui con él, y llegamos a una <b>fortaleza</b> donde agora es <i>Piura</i>, y alli estuvimos hasta que el gobernador vino, y de alli venimos a un <i>pueblo</i> que se dice <i>Carran</i>, que es 6 leguas de <i>Piura</i> donde estuvimos un mes","282","","","","sin datos"
30048,"fortaleza","30","T30119","de alli tomamos el <i>camino de la sierra</i>, y llegamos a una <b>fortaleza</b> sin contraste de nadie","283","","","","sin datos"
30048,"fortaleza","30","T30120","siguiose el alcance de los <i>indios</i> aquella tarde mas de media legua, metiose a <i>Atabalipa</i> en la <b>fortaleza</b>, y preguntava si a el si le avían de matar, y le dijeron que no, porque los christianos con aquel ímpetu matavan, mas que despues no, y le hicieron entender que el se iria a <i>Quito</i> a la tierra, que su padre le dejó, y por esto mandó mandó un lleno de oro, y ansí envió a esta ciudad desde <i>Caxamalca</i> por ello, y se lo llevaron, y despues que tuvo dado el oro, dixeron que hacia gente en el rio de Lavanto, y que alli la juntava para matar a los christianos; y el governador envió a Soto al rio de Lavanto para ver si era verdad, yo fui con el, y no avia tal, sino como los <i>indios</i> <i>xauxa</i> eran enemigos de <i>Atabalipa</i> le levantaban esto.","286v.","","","","sin datos"
30049,"fruta de la tierra","30","T30121","Esta tierra de la bahia es tierra de montaña, y de muchos aguaceros, havia <b>fruta de la tierra</b> mucha como <i>guavas</i>, <i>guayavas</i>, <i>caymitos</i>, y <i>hovos</i>.","275v.","","","","sin datos"
30049,"fruta de la tierra","30","T30122","Estuvimos en esta tierra de Puerto Viejo mas de dos meses; avia <i>maiz</i>, y pescado, y <b>fruta de la tierra</b>, <i>papayas</i>; avia miel hecha de <i>maiz</i>","278v. - 279","","","","sin datos"
30049,"fruta de la tierra","30","T30123","en esta isla avia mucho <i>maiz</i> y venados, y <b>fruta de la tierra</b>","281","","","","sin datos"
30050,"guacavaras","30","T30124","en esta isla avia mucho <i>maiz</i> y venados, y <i>fruta de la tierra</i>; levantaronse los <i>indios de guerra</i>, y los dieron mucha <b>guacavaras</b>, matando algunos españoles, e hirieron a Hernando Pizarro un flechazo en una pierna, e hirieron también a otros españoles, y despues desto embio el gobernador a <i>Tumbez</i> a pedir a los <i>caziques</i> le embiasen valsas para salir de la isla, llevar el hato y pasar a <i>Tumbez</i>","281","","","","sin datos"
